,Unnamed: 0,Product Name,OfferPrice,OrignalPrice,Discount,Ratings,Brand,Color,RamSize,Storage,Expandable Storage,Screen Size,Display,RearCamera,FrontCamera,battery,Processor
591,591,OPPO A12 ,7990,10990,27,4.3,OPPO,Deep Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
592,592,OPPO A12 ,7990,10990,27,4.3,OPPO,Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
593,593,OPPO A12 ,7990,10990,27,4.3,OPPO,Flowing Silver,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
594,594,OPPO A12 ,9990,11990,16,4.4,OPPO,Deep Blue,4,64,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
595,595,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Blue,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
596,596,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Black,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
597,597,realme Narzo 30A ,8999,9999,10,4.4,realme,Laser Black,3,32,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
598,598,realme 7 ,15499,20999,26,4.3,realme,Mist Blue,8,128,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
599,599,realme 7 ,13499,17999,25,4.3,realme,Mist Blue,6,64,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
600,600,REDMI 9i ,7999,9999,20,4.3,REDMI,Midnight Black,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
601,601,REDMI 9i ,7999,9999,20,4.3,REDMI,Sea Blue,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
602,602,POCO M3 ,10999,12999,15,4.3,POCO,Cool Blue,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
603,603,REDMI 9i ,7999,9999,20,4.3,REDMI,Nature Green,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
604,604,realme C20 ,6799,7999,15,4.5,realme,Cool Blue,2,32,256,16.51,1,8,5,5000,MediaTek Helio G35 Processor
605,605,realme C20 ,6799,7999,15,4.5,realme,Cool Grey,2,32,256,16.51,1,8,5,5000,MediaTek Helio G35 Processor
606,606,POCO M3 ,11999,14999,20,4.3,POCO,Power Black,6,128,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
607,607,POCO M3 ,10999,12999,15,4.3,POCO,Yellow,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
608,608,realme C12 ,7999,10999,27,4.4,realme,Power Silver,3,32,256,16.56,1,13,5,6000,Mediatek Helio G35 Processor
609,609,realme C12 ,7999,10999,27,4.4,realme,Power Blue,3,32,256,16.56,1,13,5,6000,Mediatek Helio G35 Processor
610,610,POCO C3 ,7499,9999,25,4.3,POCO,Arctic Blue,3,32,512,16.59,1,13,5,5000,Mediatek Helio G35 Processor
611,611,POCO M3 ,10999,12999,15,4.3,POCO,Power Black,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
612,612,POCO M2 Reloaded ,9499,11999,20,4.5,POCO,Mostly Blue,4,64,512,16.59,0,13,8,5000,MediaTek Helio G80 Processor
613,613,OPPO A12 ,9990,11990,16,4.4,OPPO,Blue,4,64,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
614,614,realme Narzo 20 ,10499,12999,19,4.3,realme,Glory Silver,4,64,256,16.56,1,48,8,6000,MediaTek Helio G85 Processor
615,615,OPPO A12 ,7990,10990,27,4.3,OPPO,Deep Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
616,616,OPPO A12 ,7990,10990,27,4.3,OPPO,Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
617,617,OPPO A12 ,7990,10990,27,4.3,OPPO,Flowing Silver,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
618,618,OPPO A12 ,9990,11990,16,4.4,OPPO,Deep Blue,4,64,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
619,619,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Blue,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
620,620,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Black,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
621,621,realme Narzo 30A ,8999,9999,10,4.4,realme,Laser Black,3,32,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
622,622,realme 7 ,15499,20999,26,4.3,realme,Mist Blue,8,128,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
623,623,realme 7 ,13499,17999,25,4.3,realme,Mist Blue,6,64,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
624,624,REDMI 9i ,7999,9999,20,4.3,REDMI,Midnight Black,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
625,625,REDMI 9i ,7999,9999,20,4.3,REDMI,Sea Blue,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
626,626,POCO M3 ,10999,12999,15,4.3,POCO,Cool Blue,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
627,627,REDMI 9i ,7999,9999,20,4.3,REDMI,Nature Green,4,64,512,16.59,1,13,5,5000,MediaTek Helio G25 Processor
628,628,realme C20 ,6799,7999,15,4.5,realme,Cool Blue,2,32,256,16.51,1,8,5,5000,MediaTek Helio G35 Processor
629,629,realme C20 ,6799,7999,15,4.5,realme,Cool Grey,2,32,256,16.51,1,8,5,5000,MediaTek Helio G35 Processor
630,630,POCO M3 ,11999,14999,20,4.3,POCO,Power Black,6,128,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
631,631,POCO M3 ,10999,12999,15,4.3,POCO,Yellow,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
632,632,realme C12 ,7999,10999,27,4.4,realme,Power Silver,3,32,256,16.56,1,13,5,6000,Mediatek Helio G35 Processor
633,633,realme C12 ,7999,10999,27,4.4,realme,Power Blue,3,32,256,16.56,1,13,5,6000,Mediatek Helio G35 Processor
634,634,POCO C3 ,7499,9999,25,4.3,POCO,Arctic Blue,3,32,512,16.59,1,13,5,5000,Mediatek Helio G35 Processor
635,635,POCO M3 ,10999,12999,15,4.3,POCO,Power Black,6,64,512,16.59,0,48,8,6000,Qualcomm Snapdragon 662 Processor
636,636,POCO M2 Reloaded ,9499,11999,20,4.5,POCO,Mostly Blue,4,64,512,16.59,0,13,8,5000,MediaTek Helio G80 Processor
637,637,OPPO A12 ,9990,11990,16,4.4,OPPO,Blue,4,64,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
638,638,realme Narzo 20 ,10499,12999,19,4.3,realme,Glory Silver,4,64,256,16.56,1,48,8,6000,MediaTek Helio G85 Processor
639,639,OPPO A12 ,7990,10990,27,4.3,OPPO,Deep Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
640,640,OPPO A12 ,7990,10990,27,4.3,OPPO,Blue,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
641,641,OPPO A12 ,7990,10990,27,4.3,OPPO,Flowing Silver,3,32,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
642,642,OPPO A12 ,9990,11990,16,4.4,OPPO,Deep Blue,4,64,256,15.8,1,13,5,4230,MediaTek Helio P35 Processor
643,643,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Blue,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
644,644,realme Narzo 30A ,9999,10999,9,4.4,realme,Laser Black,4,64,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
645,645,realme Narzo 30A ,8999,9999,10,4.4,realme,Laser Black,3,32,256,16.54,1,13,8,6000,MediaTek Helio G85 Processor
646,646,realme 7 ,15499,20999,26,4.3,realme,Mist Blue,8,128,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
647,647,realme 7 ,13499,17999,25,4.3,realme,Mist Blue,6,64,256,16.51,0,64,16,5000,MediaTek Helio G95 Processor
